"text","label"
"Aerospace Engineer involved in the structural analysis and testing of aircraft components and systems using finite element analysis (FEA) software.","Engineering"
"مهندس طيران مشارك في التحليل الإنشائي واختبار مكونات وأنظمة الطائرات باستخدام برنامج تحليل العناصر المحددة (FEA).","Engineering"
"Biomedical Engineer developing medical devices and equipment, from conceptual design and prototyping to clinical testing and regulatory approval.","Engineering"
"مهندس طبي حيوي يطور الأجهزة والمعدات الطبية، من التصميم المفاهيمي والنماذج الأولية إلى الاختبارات السريرية والموافقة التنظيمية.","Engineering"
"Geotechnical Engineer analyzing soil and rock mechanics to assess site conditions and provide recommendations for foundations and earthworks for construction projects.","Engineering"
"مهندس جيوتقني يحلل ميكانيكا التربة والصخور لتقييم ظروف الموقع وتقديم توصيات للأساسيات وأعمال الحفر لمشاريع البناء.","Engineering"
"Registered Nurse with extensive experience in pediatric care, patient advocacy, and developing comprehensive care plans in a hospital setting.","Healthcare"
"ممرض مسجل يتمتع بخبرة واسعة في رعاية الأطفال والدفاع عن المرضى وتطوير خطط رعاية شاملة في بيئة المستشفى.","Healthcare"
"Medical Doctor (General Practitioner) with a patient-centered approach, skilled in diagnosis, treatment planning, and chronic disease management.","Healthcare"
"طبيب (ممارس عام) يتبع نهجًا يركز على المريض، ويجيد التشخيص وتخطيط العلاج وإدارة الأمراض المزمنة.","Healthcare"
"Physiotherapist specializing in sports injury rehabilitation, using manual therapy and exercise prescription to help patients recover mobility.","Healthcare"
"أخصائي علاج طبيعي متخصص في إعادة تأهيل إصابات الرياضيين، باستخدام العلاج اليدوي ووصف التمارين لمساعدة المرضى على استعادة الحركة.","Healthcare"
"Pharmacist with expertise in clinical pharmacy, medication therapy management, and ensuring patient safety through accurate dispensing and counseling.","Healthcare"
"صيدلي خبير في الصيدلة السريرية وإدارة العلاج الدوائي وضمان سلامة المرضى من خلال الصرف الدقيق والإرشاد.","Healthcare"
"MRI Radiographer proficient in operating imaging equipment, following safety protocols, and working with radiologists to aid in diagnosis.","Healthcare"
"فني أشعة الرنين المغناطيسي يجيد تشغيل معدات التصوير واتباع بروتوكولات السلامة والعمل مع أطباء الأشعة للمساعدة في التشخيص.","Healthcare"
"Emergency Room Nurse skilled in triage, trauma care, and working effectively under high-pressure situations to provide critical patient care.","Healthcare"
"ممرض غرفة الطوارئ ماهر في الفرز والرعاية الصدمية والعمل بفعالية تحت الضغط لتقديم رعاية حرجة للمرضى.","Healthcare"
"Medical Laboratory Scientist performing complex tests on patient samples, analyzing results, and providing crucial data for disease diagnosis and treatment.","Healthcare"
"عالم مختبرات طبية يجري اختبارات معقدة على عينات المرضى، ويحلل النتائج، ويقدم بيانات crucial لتشخيص الأمراض وعلاجها.","Healthcare"
"Speech-Language Pathologist assessing and treating communication and swallowing disorders in children and adults across various clinical settings.","Healthcare"
"أخصائي أمراض النطق واللغة يقيم ويعالج اضطرابات التواصل والبلع عند الأطفال والبالغين في various الإعدادات السريرية.","Healthcare"
"Clinical Psychologist providing therapy and counseling services to individuals and groups, specializing in cognitive-behavioral therapy (CBT) for anxiety and depression.","Healthcare"
"طبيب نفسي إكلينيكي يقدم خدمات العلاج والإرشاد للأفراد والمجموعات، متخصص في العلاج السلوكي المعرفي (CBT) للقلق والاكتئاب.","Healthcare"
"Healthcare Administrator managing the operations of a hospital department, including staffing, budgeting, and ensuring compliance with healthcare regulations.","Healthcare"
"مسؤول الرعاية الصحية يدير عمليات قسم المستشفى، بما في ذلك التوظيف والميزانية وضمان الامتثال للوائح الرعاية الصحية.","Healthcare"
"Pediatrician providing primary healthcare for infants, children, and adolescents, including well-child exams, vaccinations, and treatment of acute and chronic illnesses.","Healthcare"
"طبيب أطفال يقدم الرعاية الصحية الأولية للرضع والأطفال والمراهقين، بما في ذلك فحوصات الطفل السليم والتطعيمات وعلاج الأمراض الحادة والمزمنة.","Healthcare"
"High School Mathematics Teacher with 5 years of experience creating engaging lesson plans and fostering a positive learning environment for diverse students.","Education"
"معلم رياضيات في المدرسة الثانوية يمتلك 5 سنوات من الخبرة في إنشاء خطط الدروس الجذابة وتعزيز بيئة تعليمية إيجابية للطلاب المتنوعين.","Education"
"University Professor of Computer Science, conducting research in artificial intelligence and machine learning while teaching undergraduate and graduate courses.","Education"
"أستاذ جامعي في علوم الكمبيوتر، يجري أبحاثًا في الذكاء الاصطناعي والتعلم الآلي while تدريس courses لطلاب البكالوريوس والدراسات العليا.","Education"
"Curriculum Developer with expertise in designing STEM educational materials and digital learning content aligned with national standards.","Education"
"مطور مناهج دراسية خبير في تصميم مواد تعليمية STEM ومحتوى التعلم الرقمي المحاذاة مع المعايير الوطنية.","Education"
"School Counselor dedicated to supporting student academic achievement, social-emotional development, and career planning.","Education"
"مرشد طلابي مكرس لدعم التحصيل الدراسي للطالب والتطور الاجتماعي والعاطفي والتخطيط المهني.","Education"
"ESL Instructor experienced in teaching English language skills to non-native speakers of all ages and proficiency levels.","Education"
"مدرس لغة إنجليزية كلغة ثانية (ESL) لديه خبرة في تدريس مهارات اللغة الإنجليزية للناطقين بلغات أخرى من جميع الأعمار ومستويات الكفاءة.","Education"
"Special Education Teacher developing individualized education programs (IEPs) and using adaptive teaching methods to support students with diverse learning needs.","Education"
"معلم التربية الخاصة يطور برامج تعليمية فردية (IEPs) ويستخدم طرق تدريس تكيفية لدعم الطلاب ذوي الاحتياجات التعليمية المتنوعة.","Education"
"Elementary School Teacher creating a foundational and inclusive learning experience for young students across all core subjects.","Education"
"معلم مدرسة ابتدائية يخلق تجربة تعليمية تأسيسية وشاملة للطلاب الصغار عبر جميع المواد الأساسية.","Education"
"School Principal providing instructional leadership, managing school operations, and fostering a collaborative culture among teachers, students, and parents.","Education"
"مدير مدرسة يقدم قيادة تعليمية، ويدير عمليات المدرسة، ويعزز ثقافة تعاونية بين المعلمين والطلاب وأولياء الأمور.","Education"
"Librarian (School) managing the school library, promoting literacy and digital citizenship, and assisting students and teachers with research and resources.","Education"
"أمين مكتبة (مدرسة) يدير مكتبة المدرسة، ويعزز محو الأمية والمواطنة الرقمية، ويساعد الطلاب والمعلمين في البحث والموارد.","Education"
"Educational Technology Specialist integrating technology into the classroom, training teachers on new tools, and managing the school's digital learning platforms.","Education"
"أخصائي تكنولوجيا التعليم يدمج التكنولوجيا في الفصل الدراسي، ويدرب المعلمين على أدوات جديدة، ويدير منصات التعلم الرقمي في المدرسة.","Education"
"College Admissions Counselor advising high school students on the college application process, essay writing, and scholarship opportunities.","Education"
"مستشار القبول الجامعي يقدم النصح لطلاب المدارس الثانوية حول عملية التقديم للجامعة، وكتابة المقالات، وفرص المنح الدراسية.","Education"
"Senior Python Developer with 8 years of experience designing and implementing scalable microservices architectures. Expert in Django, Flask, and cloud deployment on AWS and GCP.","IT"
"مطور بايثون أول يمتلك 8 سنوات من الخبرة في تصميم وتنفيذ هندسة الخدمات المصغرة القابلة للتطويع. خبير في Django و Flask والنشر السحابي على AWS و GCP.","IT"
"Data Engineer skilled in building large-scale data pipelines using Apache Spark, Kafka, and Airflow. Proficient in SQL, NoSQL, and data warehousing solutions.","IT"
"مهندس بيانات ماهر في بناء خطوط أنابيب البيانات واسعة النطاق باستخدام Apache Spark و Kafka و Airflow. يجيد SQL و NoSQL وحلول مستودعات البيانات.","IT"
"Cybersecurity Analyst with 5+ years of experience in vulnerability assessment, penetration testing, and implementing security protocols for enterprise networks.","IT"
"محلل أمن سيبراني يمتلك خبرة تزيد عن 5 سنوات في تقييم الثغرات الأمنية واختبار الاختراق وتنفيذ بروتوكولات الأمان للشبكات المؤسسية.","IT"
"UX/UI Designer passionate about creating intuitive user experiences and beautiful interfaces. Proficient in Figma, Adobe XD, and user research methodologies.","IT"
"مصمم واجهات وتجربة مستخدم شغوف بخلق تجارب مستخدم بديهية وواجهات جميلة. يجيد Figma و Adobe XD ومنهجيات البحث للمستخدم.","IT"
"IT Project Manager with a proven track record of delivering complex software projects on time and within budget using Agile and Scrum methodologies.","IT"
"مدير مشاريع تقنية معلومات لديه سجل حافل في تسليم مشاريع برمجية معقدة في الوقت المحدد وفي حدود الميزانية باستخدام منهجيات Agile و Scrum.","IT"
"DevOps Engineer specializing in CI/CD pipelines, infrastructure as code with Terraform, and container orchestration with Kubernetes on AWS.","IT"
"مهندس DevOps متخصص في خطوط أنابيب CI/CD، البنية التحتية كود باستخدام Terraform، وتنسيق الحاويات مع Kubernetes على AWS.","IT"
"Frontend Developer expert in React, TypeScript, and state management libraries. Focuses on building high-performance, accessible web applications.","IT"
"مطور واجهات أمامية خبير في React و TypeScript ومكتبات إدارة الحالة. يركز على بناء تطبيقات ويب عالية الأداء يسهل الوصول إليها.","IT"
"Machine Learning Engineer with a strong background in developing and deploying NLP models and computer vision systems into production environments.","IT"
"مهندس تعلم آلي لديه خلفية قوية في تطوير ونشر نماذج معالجة اللغة الطبيعية (NLP) وأنظمة رؤية الحاسوب في بيئات الإنتاج.","IT"
"Cloud Solutions Architect designing secure, scalable, and cost-effective cloud infrastructures for enterprise clients on Microsoft Azure.","IT"
"مهندس حلول سحابية يصمم بنى تحتية سحابية آمنة وقابلة للتطويع واقتصادية للعملاء المؤسسيين على Microsoft Azure.","IT"
"Software Development Manager leading a team of 15 engineers in building SaaS products for the healthcare industry using .NET and Angular.","IT"
"مدير تطوير برمجيات يقود فريقًا من 15 مهندسًا لبناء منتجات SaaS لصناعة الرعاية الصحية باستخدام .NET و Angular.","IT"
"IT Support Specialist providing Level 2 and 3 technical support, troubleshooting hardware and software issues, and managing user accounts via Active Directory.","IT"
"أخصائي دعم فني لتقنية المعلومات يقدم دعمًا فنيًا من المستوى 2 و3، واستكشاف أعطال الأجهزة والبرامج وإصلاحها، وإدارة حسابات المستخدمين عبر Active Directory.","IT"
"Blockchain Developer experienced in writing smart contracts in Solidity and building decentralized applications (dApps) on the Ethereum network.","IT"
"مطور بلوك تشين لديه خبرة في كتابة العقود الذكية بلغة Solidity وبناء التطبيقات اللامركزية (dApps) على شبكة Ethereum.","IT"
"iOS Developer proficient in Swift and SwiftUI, with a portfolio of published apps on the App Store focusing on user experience and design.","IT"
"مطور iOS يجيد Swift و SwiftUI، لديه portfolio لتطبيقات منشورة على متجر التطبيقات تركز على تجربة المستخدم والتصميم.","IT"
"Data Scientist skilled in statistical analysis, predictive modeling, and data visualization using Python, R, and Tableau for business insights.","IT"
"عالم بيانات ماهر في التحليل الإحصائي والنمذجة التنبؤية وتصور البيانات باستخدام Python و R و Tableau لاستخلاص رؤى الأعمال.","IT"
"QA Automation Engineer developing automated test scripts with Selenium and Cypress to ensure software quality and performance across web applications.","IT"
"مهندس ضمان الجودة Automation يطور نصوص اختبار آلية باستخدام Selenium و Cypress لضمان جودة البرامج وأدائها عبر تطبيقات الويب.","IT"
"Digital Marketing Manager with expertise in developing and executing multi-channel marketing strategies that increase brand awareness and drive revenue growth.","Marketing"
"مدير تسويق رقمي خبير في تطوير وتنفيذ استراتيجيات تسويق متعددة القنوات تزيد من الوعي بالعلامة التجارية وتدفع نمو الإيرادات.","Marketing"
"SEO Specialist focused on technical SEO, on-page optimization, and link-building strategies to achieve top rankings on search engine results pages (SERPs).","Marketing"
"أخصائي SEO يركز على التحسين التقني ومحركات البحث (SEO التقني)، والتحسين على الصفحة، واستراتيجيات بناء الروابط لتحقيق أفضل المراكز في صفحات نتائج محركات البحث (SERPs).","Marketing"
"Growth Hacker with a data-driven approach to user acquisition, retention, and monetization. Experienced in A/B testing and marketing automation platforms.","Marketing"
"خبير نمو يستخدم نهجًا قائمًا على البيانات لاكتساب المستخدمين والاحتفاظ بهم وتحقيق الدخل. لديه خبرة في الاختبار A/B ومنصات أتمتة التسويق.","Marketing"
"Email Marketing Specialist skilled in crafting targeted email campaigns, managing subscriber lists, and analyzing performance metrics to optimize conversion rates.","Marketing"
"أخصائي تسويق عبر البريد الإلكتروني يجيد صياغة حملات بريد إلكتروني مستهدفة وإدارة قوائم المشتركين وتحليل مقاييس الأداء لتحسين معدلات التحويل.","Marketing"
"Brand Strategist experienced in market research, competitive analysis, and developing unique brand positioning and messaging for new market entrants.","Marketing"
"استراتيجي العلامة التجارية لديه خبرة في أبحاث السوق والتحليل التنافسي وتطوير تحديد المواقع والرسائل الفريدة للعلامة التجارية للوافدين الجدد إلى السوق.","Marketing"
"Social Media Manager creating engaging content and managing communities across Instagram, Facebook, and TikTok to build strong brand loyalty.","Marketing"
"مدير وسائل التواصل الاجتماعي ينشئ محتوى جذابًا ويدير المجتمعات عبر Instagram و Facebook و TikTok لبناء ولاء قوي للعلامة التجارية.","Marketing"
"Content Marketing Manager developing content strategies that align with the buyer's journey, from blog posts and whitepapers to case studies and webinars.","Marketing"
"مدير تسويق المحتوى يطور استراتيجيات محتوى تتماشى مع رحلة المشتري، من منشورات المدونات والأوراق البيضاء إلى دراسات الحالة وندوات عبر الإنترنت.","Marketing"
"PPC Specialist managing large-scale Google Ads and Bing Ads campaigns, conducting keyword research, and optimizing ad spend for maximum ROI.","Marketing"
"أخصائي الدفع بالنقرة (PPC) يدير حملات Google Ads و Bing Ads واسعة النطاق، ويجري أبحاث الكلمات الرئيسية، ويحسن إنفاق الإعلانات لتعظيم عائد الاستثمار.","Marketing"
"Affiliate Marketing Manager building and managing a network of affiliates, developing promotional materials, and tracking performance through affiliate software.","Marketing"
"مدير التسويق بالعمولة يبني ويدير شبكة من الشركاء بالعمولة، ويطور المواد الترويجية، ويتتبع الأداء عبر برنامج الشركاء.","Marketing"
"Market Research Analyst skilled in designing surveys, conducting focus groups, and analyzing qualitative and quantitative data to inform marketing strategy.","Marketing"
"محلل أبحاث السوق ماهر في تصميم الاستبيانات وإجراء مجموعات التركيز وتحليل البيانات النوعية والكمية لإعلام استراتيجية التسويق.","Marketing"
"Product Marketing Manager launching new products and features, developing go-to-market strategies, and creating sales enablement tools for B2B software.","Marketing"
"مدير تسويق المنتج يطلق منتجات وملامح جديدة، ويطور استراتيجيات دخول الأسواق، وينشئ أدوات تمكين المبيعات لبرامج B2B.","Marketing"
"E-commerce Manager overseeing online store operations, product listings, promotions, and digital marketing campaigns to drive online sales.","Marketing"
"مدير متجر إلكتروني يشرف على عمليات المتجر عبر الإنترنت وقوائم المنتجات والترويج والحملات التسويقية الرقمية لدفع المبيعات عبر الإنترنت.","Marketing"
"Influencer Marketing Coordinator identifying and partnering with relevant influencers to create authentic content and promote brand products.","Marketing"
"منسق التسويق بال influencers يتعرف على influencers ذوي صلة ويتعاون معهم لإنشاء محتوى أصلي والترويج لمنتجات العلامة التجارية.","Marketing"
"Financial Controller with comprehensive experience in managing accounting teams, financial reporting, budgeting, and ensuring regulatory compliance.","Finance"
"مراقب مالي يتمتع بخبرة شاملة في إدارة فرق المحاسبة وإعداد التقارير المالية والميزانية وضمان الامتثال للوائح.","Finance"
"Investment Analyst skilled in equity research, financial modeling, and valuation techniques to provide data-driven investment recommendations.","Finance"
"محلل استثمار ماهر في أبحاث الأسهم والنمذجة المالية وتقنيات التقييم لتقديم توصيات استثمارية قائمة على البيانات.","Finance"
"FinTech Product Manager with a background in developing innovative digital payment solutions and mobile banking applications for financial institutions.","Finance"
"مدير منتجات التكنولوجيا المالية (FinTech) لديه خلفية في تطوير حلول الدفع الرقمية المبتكرة وتطبيقات البنوك المحمولة للمؤسسات المالية.","Finance"
"Tax Consultant specializing in international tax law, corporate tax planning, and helping clients optimize their tax strategies and ensure compliance.","Finance"
"مستشار ضريبي متخصص في قانون الضرائب الدولي والتخطيط الضريبي للشركات ومساعدة العملاء على تحسين استراتيجياتهم الضريبية وضمان الامتثال.","Finance"
"Treasury Analyst experienced in cash flow management, risk assessment, and implementing strategies to optimize corporate liquidity and working capital.","Finance"
"محلل خزانة لديه خبرة في إدارة التدفق النقدي وتقييم المخاطر وتنفيذ الاستراتيجيات لتحسين السيولة المؤسسية ورأس المال العامل.","Finance"
"Senior Accountant managing the full accounting cycle, including accounts payable/receivable, payroll, general ledger maintenance, and month-end close processes.","Finance"
"محاسب كبير يدير دورة المحاسبة الكاملة، بما في ذلك الحسابات الدائنة/المدينة وكشوف المرتبات وصيانة دفتر الأستاذ العام وعمليات إقفال نهاية الشهر.","Finance"
"Auditor (Internal) conducting operational and financial audits, evaluating internal controls, and providing recommendations for improving processes and compliance.","Finance"
"مدقق (داخلي) يجري عمليات تدقيق تشغيلية ومالية، ويقيم الضوابط الداخلية، ويقدم توصيات لتحسين العمليات والامتثال.","Finance"
"Financial Planner (CFP) assisting individuals and families with comprehensive financial planning, including retirement, investment, insurance, and estate planning.","Finance"
"مخطط مالي معتمد (CFP) يساعد الأفراد والعائلات في التخطيط المالي الشامل، بما في ذلك التخطيط للتقاعد والاستثمار والتأمين والتخطيط العقاري.","Finance"
"Credit Analyst assessing the creditworthiness of individuals and businesses by analyzing financial statements, credit reports, and market conditions.","Finance"
"محلل ائتمان يقيم الجدارة الائتمانية للأفراد والشركات من خلال تحليل البيانات المالية والتقارير الائتمانية وظروف السوق.","Finance"
"Risk Manager identifying, analyzing, and mitigating financial, operational, and strategic risks using quantitative models and risk assessment frameworks.","Finance"
"مدير مخاطر يتعرف على المخاطر المالية والتشغيلية والاستراتيجية ويحللها ويخفف من حدتها باستخدام نماذج كمية وأطر تقييم المخاطر.","Finance"
"M&A Analyst supporting mergers and acquisitions by conducting due diligence, financial modeling, and integration planning for corporate transactions.","Finance"
"محلل اندماج واستحواذ يدعم عمليات الدمج والاستحواذ من خلال إجراء العناية الواجبة والنمذجة المالية والتخطيط للدمج للمعاملات المؤسسية.","Finance"
"VP of Finance leading the finance department, developing financial strategy, managing investor relations, and overseeing capital raising initiatives.","Finance"
"نائب رئيس الشؤون المالية يقود قسم الشؤون المالية، ويطور الاستراتيجية المالية، ويدير علاقات المستثمرين، ويشرف على مبادرات جمع رأس المال.","Finance"
"Structural Engineer with 7 years of experience in the design and analysis of buildings and bridges using advanced modeling software and adhering to international codes.","Engineering"
"مهندس إنشائي يمتلك 7 سنوات من الخبرة في تصميم وتحليل المباني والجسور باستخدام برامج النمذجة المتقدمة والالتزام بالكودات الدولية.","Engineering"
"Renewable Energy Engineer specializing in the design and project management of solar PV and wind farm installations.","Engineering"
"مهندس طاقة متجددة متخصص في تصميم وإدارة مشاريع تركيب الألواح الشمسية وطواحين الهواء.","Engineering"
"Automotive Engineer focused on the design, testing, and validation of electric vehicle (EV) powertrains and battery systems.","Engineering"
"مهندس سيارات يركز على تصميم واختبار وتحقق أنظمة نقل الحركة والبطاريات للمركبات الكهربائية (EV).","Engineering"
"QA/QC Engineer ensuring the highest quality standards in manufacturing processes through rigorous testing, inspection, and continuous improvement methodologies.","Engineering"
"مهندس ضمان الجودة/مراقبة الجودة يضمن أعلى معايير الجودة في عمليات التصنيع من خلال الاختبارات الصارمة والتفتيش ومنهجيات التحسين المستمر.","Engineering"
"Robotics Engineer with experience in designing autonomous systems, computer vision, and motion planning for industrial automation applications.","Engineering"
"مهندس robotics لديه خبرة في تصميم الأنظمة المستقلة ورؤية الكمبيوتر وتخطيط الحركة لتطبيقات الأتمتة الصناعية.","Engineering"
"Civil Project Manager overseeing the planning, budgeting, and execution of large-scale infrastructure projects such as highways, tunnels, and water treatment plants.","Engineering"
"مدير مشاريع مدنية يشرف على التخطيط والميزانية وتنفيذ مشاريع البنية التحتية واسعة النطاق مثل الطرق السريعة والأنفاق ومحطات معالجة المياه.","Engineering"
"Electrical Design Engineer creating electrical systems and circuit designs for commercial buildings, industrial facilities, and power distribution networks.","Engineering"
"مهندس تصميم كهربائي يصمم الأنظمة الكهربائية وتصاميم الدوائر للمباني التجارية والمنشآت الصناعية وشبكات توزيع الطاقة.","Engineering"
"Mechanical Engineer (HVAC) designing heating, ventilation, and air conditioning systems for large commercial and residential projects.","Engineering"
"مهندس ميكانيكي (تكييف) يصمم أنظمة التدفئة والتهوية وتكييف الهواء للمشاريع التجارية والسكنية الكبيرة.","Engineering"
